,original_title,revenue,budget,profit,revenue_adj,budget_adj,profit_adj
10529,Firewalker,11949484,0,11949484,23772380.0760947,0.0,23772380.0760947
10530,Peggy Sue Got Married,41382841,18000000,23382841,82327289.18508941,35809315.3955188,46517973.78957061
10531,Something Wild,8362969,0,8362969,16637344.1424414,0.0,16637344.1424414
10532,April Fool's Day,0,5000000,-5000000,0.0,9947032.05431079,-9947032.05431079
10533,Psycho III,14481606,0,14481606,28809799.8159799,0.0,28809799.8159799
10534,Mona Lisa,0,0,0,0.0,0.0,0.0
10535,Down by Law,0,0,0,0.0,0.0,0.0
10536,Black Moon Rising,6637565,0,6637565,13204814.3635142,0.0,13204814.3635142
10537,Henry: Portrait of a Serial Killer,0,111000,-111000,0.0,220824.11160569897,-220824.11160569897
10538,Mala Noche,0,22500,-22500,0.0,44761.6442443985,-44761.6442443985
10539,The Wraith,3500000,2700000,800000,6962922.43801755,5371397.30932783,1591525.1286897203
10540,Trick or Treat,6797218,0,6797218,13522429.0652276,0.0,13522429.0652276
10541,The Texas Chainsaw Massacre 2,8025872,4700000,3325872,15966721.209559,9350210.13105214,6616511.078506859
10542,Back to School,91258000,0,91258000,181549250.24245802,0.0,181549250.24245802
10543,Heartburn,0,0,0,0.0,0.0,0.0
10544,Gung Ho,36611610,0,36611610,72835371.6459851,0.0,72835371.6459851
10545,Tough Guys,0,0,0,0.0,0.0,0.0
10546,Deadly Friend,8988731,0,8988731,17882239.0769154,0.0,17882239.0769154
10547,Nan bei Shao Lin,0,10000000,-10000000,0.0,19894064.1086215,-19894064.1086215
10548,About Last Night...,38702310,0,38702310,76994623.62917459,0.0,76994623.62917459
10549,F/X,20603715,0,20603715,40989162.70857679,0.0,40989162.70857679
10550,Luxo Jr.,0,0,0,0.0,0.0,0.0
10551,House,0,3000000,-3000000,0.0,5968219.23258647,-5968219.23258647
10552,Invaders from Mars,4884663,12000000,-7115337,9717579.88710118,23872876.930345897,-14155297.043244716
10553,Clockwise,0,0,0,0.0,0.0,0.0
10554,Class of Nuke 'Em High,0,2000000,-2000000,0.0,3978812.82172431,-3978812.82172431
10555,Running Scared,0,0,0,0.0,0.0,0.0
10556,The Manhattan Project,3900000,18000000,-14100000,7758685.00236242,35809315.3955188,-28050630.393156383
10557,Rad,2015882,0,2015882,4010408.57434163,0.0,4010408.57434163
10558,At Close Range,2347000,6500000,-4153000,4669136.84629348,12931141.670604,-8262004.82431052
10559,One Crazy Summer,0,0,0,0.0,0.0,0.0
10560,Witchboard,0,0,0,0.0,0.0,0.0
10561,Round Midnight,0,0,0,0.0,0.0,0.0
10562,Iron Eagle,0,0,0,0.0,0.0,0.0
10563,Legal Eagles,0,0,0,0.0,0.0,0.0
10564,The Delta Force,17768900,0,17768900,35349563.573968604,0.0,35349563.573968604
10565,No Mercy,12303904,0,12303904,24477465.496232502,0.0,24477465.496232502
10566,Troll,5450815,1100000,4350815,10843886.305423599,2188347.05194837,8655539.253475228
10567,Caravaggio,0,0,0,0.0,0.0,0.0
10568,The Boy Who Could Fly,7177431,0,7177431,14278827.2449207,0.0,14278827.2449207
10569,The Clan of the Cave Bear,0,15000000,-15000000,0.0,29841096.1629323,-29841096.1629323
10570,Night of the Creeps,0,0,0,0.0,0.0,0.0
10571,Chopping Mall,0,800000,-800000,0.0,1591525.12868972,-1591525.12868972
10572,Armed and Dangerous,15945534,12000000,3945534,31722147.564220503,23872876.930345897,7849270.633874606
10573,Haunted Honeymoon,8033397,0,8033397,15981691.4928008,0.0,15981691.4928008
10574,Children of a Lesser God,31853080,0,31853080,63368721.5577052,0.0,63368721.5577052
10575,MacskafogÃ³,0,0,0,0.0,0.0,0.0
10576,Lucas,0,0,0,0.0,0.0,0.0
10577,Wildcats,0,0,0,0.0,0.0,0.0
10578,Club Paradise,12308521,15000000,-2691479,24486650.5856315,29841096.1629323,-5354445.577300798
10579,Youngblood,0,0,0,0.0,0.0,0.0
10580,She's Gotta Have It,0,0,0,0.0,0.0,0.0
10581,Captain EO,0,0,0,0.0,0.0,0.0
10582,When the Wind Blows,0,0,0,0.0,0.0,0.0
10583,Kuryer,0,0,0,0.0,0.0,0.0
10584,SpaceCamp,9697739,18000000,-8302261,19292744.1374679,35809315.3955188,-16516571.258050904
10585,Dead End Drive-In,0,0,0,0.0,0.0,0.0
10586,Absolute Beginners,0,0,0,0.0,0.0,0.0
10587,Gothic,0,0,0,0.0,0.0,0.0
10588,Vamp,4790926,1900000,2890926,9531098.898366198,3779872.1806381005,5751226.717728097
10589,Manhunter,8620929,15000000,-6379071,17150531.4201875,29841096.1629323,-12690564.7427448
10590,TerrorVision,0,0,0,0.0,0.0,0.0
10591,Lady Jane,0,8500000,-8500000,0.0,16909954.4923283,-16909954.4923283
10592,Yuppies 2,0,0,0,0.0,0.0,0.0
10593,Robin Hood,32056467,15000000,17056467,157434424.969513,73667393.6819896,83767031.2875234
10594,The Exorcist,441306145,8000000,433306145,2167324901.19974,39289276.6303944,2128035624.5693455
10595,Live and Let Die,161777836,7000000,154777836,794516768.908823,34378117.0515951,760138651.8572279
10596,Mean Streets,3000000,500000,2500000,14733478.7363979,2455579.78939965,12277898.94699825
10597,Enter the Dragon,90000000,850000,89150000,442004362.091937,4174485.64197941,437829876.4499576
10598,Westworld,0,0,0,0.0,0.0,0.0
10599,Battle for the Planet of the Apes,8844595,1700000,7144595,43437217.4548504,8348971.28395882,35088246.170891576
10600,Don't Look Now,0,1500000,-1500000,0.0,7366739.36819896,-7366739.36819896
10601,The Sting,159616327,5500000,154116327,783901253.278813,27011377.6833962,756889875.5954168
10602,Magnum Force,39768000,0,39768000,195306994.12969,0.0,195306994.12969
10603,High Plains Drifter,0,0,0,0.0,0.0,0.0
10604,The Day of the Jackal,0,0,0,0.0,0.0,0.0
10605,Breezy,0,0,0,0.0,0.0,0.0
10606,American Graffiti,115000000,777000,114223000,564783351.56192,3815970.99272706,560967380.569193
10607,Soylent Green,3,0,3,14.7334787363979,0.0,14.7334787363979
10608,Papillon,53267000,12000000,41267000,261602737.283902,58933914.945591696,202668822.3383103
10609,Sleeper,18344729,2000000,16344729,90093891.54882741,9822319.15759862,80271572.3912288
10610,Jesus Christ Superstar,13200000,0,13200000,64827306.44015079,0.0,64827306.44015079
10611,Serpico,29800000,3000000,26800000,146352555.448219,14733478.7363979,131619076.71182111
10612,Charley Varrick,0,0,0,0.0,0.0,0.0
10613,Paper Moon,0,0,0,0.0,0.0,0.0
10614,The Three Musketeers,0,0,0,0.0,0.0,0.0
10615,The Long Goodbye,0,0,0,0.0,0.0,0.0
10616,Pat Garrett & Billy the Kid,0,4638783,-4638783,0.0,22781803.5644214,-22781803.5644214
10617,The Golden Voyage of Sinbad,11000000,0,11000000,54022755.3667924,0.0,54022755.3667924
10618,The Legend of Hell House,0,0,0,0.0,0.0,0.0
10619,The Last Detail,0,0,0,0.0,0.0,0.0
10620,Charlotte's Web,0,0,0,0.0,0.0,0.0
10621,Cahill U.S. Marshal,0,0,0,0.0,0.0,0.0
10622,Badlands,0,0,0,0.0,0.0,0.0
10623,Coffy,0,500000,-500000,0.0,2455579.78939965,-2455579.78939965
10624,The Vault of Horror,0,0,0,0.0,0.0,0.0
10625,Sisters,0,500000,-500000,0.0,2455579.78939965,-2455579.78939965
10626,The Train Robbers,0,0,0,0.0,0.0,0.0
10627,A Charlie Brown Thanksgiving,0,0,0,0.0,0.0,0.0
10628,Walking Tall,0,0,0,0.0,0.0,0.0
10629,Frankenstein and the Monster from Hell,0,0,0,0.0,0.0,0.0
10630,The Holy Mountain,0,0,0,0.0,0.0,0.0
10631,Electra Glide in Blue,0,0,0,0.0,0.0,0.0
10632,The Friends of Eddie Coyle,0,0,0,0.0,0.0,0.0
10633,The Way We Were,45000000,0,45000000,221002181.04596803,0.0,221002181.04596803
10634,VÃ©ritÃ©s et Mensonges,0,0,0,0.0,0.0,0.0
10635,The Offence,0,0,0,0.0,0.0,0.0
10636,The Satanic Rites of Dracula,0,0,0,0.0,0.0,0.0
10637,Sssssss,0,0,0,0.0,0.0,0.0
10638,Messiah of Evil,0,0,0,0.0,0.0,0.0
10639,Don't Be Afraid of the Dark,0,0,0,0.0,0.0,0.0
10640,The Seven-Ups,0,0,0,0.0,0.0,0.0
10641,Scarecrow,0,0,0,0.0,0.0,0.0
10642,The Wicker Man,0,0,0,0.0,0.0,0.0
10643,Flesh for Frankenstein,0,450000,-450000,0.0,2210021.81045968,-2210021.81045968
10644,The Crazies,0,275000,-275000,0.0,1350568.88416981,-1350568.88416981
10645,The Last of Sheila,0,0,0,0.0,0.0,0.0
10646,Theatre of Blood,0,0,0,0.0,0.0,0.0
10647,Dillinger,2000000,1000000,1000000,9822319.15759862,4911159.57879931,4911159.57879931
10648,The Aristocats,55675257,4000000,51675257,312692750.95337796,22465473.375605803,290227277.57777214
10649,Beneath the Planet of the Apes,18999718,3000000,15999718,106709414.718254,16849105.0317044,89860309.6865496
10650,MASH,81600000,3500000,78100000,458295656.862359,19657289.2036551,438638367.65870386
10651,Kelly's Heroes,5200000,0,5200000,29205115.388287604,0.0,29205115.388287604
10652,Taste the Blood of Dracula,0,0,0,0.0,0.0,0.0
10653,Patton,89800000,12000000,77800000,504349877.28235096,67396420.1268176,436953457.1555334
10654,Love Story,136400000,2200000,134200000,766072642.10816,12356010.356583199,753716631.7515768
10655,Ryan's Daughter,0,0,0,0.0,0.0,0.0
10656,Tora! Tora! Tora!,29548291,25485000,4063291,165954086.188788,143133147.244328,22820938.944460005
10657,Beyond the Valley of the Dolls,0,0,0,0.0,0.0,0.0
10658,Two Mules for Sister Sara,5050000,0,5050000,28362660.1367024,0.0,28362660.1367024
10659,The Party at Kitty and Stud's,0,5000,-5000,0.0,28081.8417195073,-28081.8417195073
10660,Airport,100489151,10000000,90489151,564384086.581934,56163683.4390146,508220403.14291936
10661,Zabriskie Point,900000,7000000,-6100000,5054731.50951132,39314578.4073102,-34259846.89779888
10662,Scream and Scream Again,0,0,0,0.0,0.0,0.0
10663,Santa Claus Is Comin' to Town,0,0,0,0.0,0.0,0.0
10664,Catch-22,0,0,0,0.0,0.0,0.0
10665,Little Big Man,31559552,15000000,16559552,177250068.80051202,84245525.158522,93004543.64199002
10666,Colossus: The Forbin Project,0,0,0,0.0,0.0,0.0
10667,Soldier Blue,0,0,0,0.0,0.0,0.0
10668,The Twelve Chairs,0,0,0,0.0,0.0,0.0
10669,Scrooge,0,0,0,0.0,0.0,0.0
10670,"Nachts, wenn Dracula erwacht",0,0,0,0.0,0.0,0.0
10671,Performance,0,0,0,0.0,0.0,0.0
10672,Five Easy Pieces,0,0,0,0.0,0.0,0.0
10673,The Wizard of Gore,0,60000,-60000,0.0,336982.100634088,-336982.100634088
10674,Woodstock,0,0,0,0.0,0.0,0.0
10675,The Ballad of Cable Hogue,3500000,3716946,-216946,19657289.2036551,20875737.8503911,-1218448.6467359997
10676,Carry On Up the Jungle,0,0,0,0.0,0.0,0.0
10677,A Man Called Horse,0,0,0,0.0,0.0,0.0
10678,Gimme Shelter,0,0,0,0.0,0.0,0.0
10679,Chisum,0,6000000,-6000000,0.0,33698210.0634088,-33698210.0634088
10680,Let It Be,0,0,0,0.0,0.0,0.0
10681,Rio Lobo,0,0,0,0.0,0.0,0.0
10682,Deep End,0,0,0,0.0,0.0,0.0
10683,The Private Life of Sherlock Holmes,1500000,10000000,-8500000,8424552.5158522,56163683.4390146,-47739130.9231624
10684,Waterloo,0,25000000,-25000000,0.0,140409208.597536,-140409208.597536
10685,The Vampire Lovers,0,0,0,0.0,0.0,0.0
10686,And Soon the Darkness,0,0,0,0.0,0.0,0.0
10687,The Man Who Haunted Himself,0,0,0,0.0,0.0,0.0
10688,There Was a Crooked Man...,0,0,0,0.0,0.0,0.0
10689,Thunderball,141195658,11000000,130195658,977153544.4705039,76126200.6312938,901027343.8392102
10690,The Sound of Music,163214286,8200000,155014286,1129534861.9935699,56748622.288782604,1072786239.7047873
10691,Doctor Zhivago,111721910,14000000,97721910,773178594.14285,96887891.7125557,676290702.4302943
10692,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,29950000,5600000,24350000,207270882.627931,38755156.685022295,168515725.9429087
10693,A Charlie Brown Christmas,0,0,0,0.0,0.0,0.0
10694,Ten Little Indians,0,0,0,0.0,0.0,0.0
10695,Dr. Terror's House of Horrors,0,0,0,0.0,0.0,0.0
10696,In Harm's Way,0,0,0,0.0,0.0,0.0
10697,The Flight of the Phoenix,0,0,0,0.0,0.0,0.0
10698,Help!,0,1500000,-1500000,0.0,10380845.540630901,-10380845.540630901
10699,The Sons of Katie Elder,0,0,0,0.0,0.0,0.0
10700,The Ipcress File,0,0,0,0.0,0.0,0.0
10701,"Faster, Pussycat! Kill! Kill!",0,45000,-45000,0.0,311425.366218929,-311425.366218929
10702,The Cincinnati Kid,0,0,0,0.0,0.0,0.0
10703,What's New Pussycat?,0,0,0,0.0,0.0,0.0
10704,Von Ryan's Express,0,5760000,-5760000,0.0,39862446.8760229,-39862446.8760229
10705,Operation Crossbow,0,115,-115,0.0,795.8648247817081,-795.8648247817081
10706,The Spy Who Came in from the Cold,0,0,0,0.0,0.0,0.0
10707,Dr. Goldfoot and the Bikini Machine,0,0,0,0.0,0.0,0.0
10708,The Hill,0,0,0,0.0,0.0,0.0
10709,Shenandoah,0,0,0,0.0,0.0,0.0
10710,The Heroes of Telemark,0,0,0,0.0,0.0,0.0
10711,Darling,0,0,0,0.0,0.0,0.0
10712,Battle of the Bulge,0,0,0,0.0,0.0,0.0
10713,Repulsion,0,300000,-300000,0.0,2076169.10812619,-2076169.10812619
10714,The Skull,0,0,0,0.0,0.0,0.0
10715,Bunny Lake Is Missing,0,0,0,0.0,0.0,0.0
10716,The Greatest Story Ever Told,12000000,20000000,-8000000,83046764.3250478,138411273.875079,-55364509.5500312
10717,Cat Ballou,0,0,0,0.0,0.0,0.0
10718,The Agony and the Ecstasy,0,0,0,0.0,0.0,0.0
10719,Major Dundee,0,3800000,-3800000,0.0,26298142.0362651,-26298142.0362651
10720,Ship of Fools,0,0,0,0.0,0.0,0.0
10721,That Darn Cat!,0,0,0,0.0,0.0,0.0
10722,I Saw What You Did,0,0,0,0.0,0.0,0.0
10723,"Die, Monster, Die!",0,0,0,0.0,0.0,0.0
10724,On Her Majesty's Secret Service,81974493,7000000,74974493,487278044.146861,41609849.40801071,445668194.7388503
10725,Butch Cassidy and the Sundance Kid,102308889,6000000,96308889,608151066.341555,35665585.206866294,572485481.1346887
10726,Easy Rider,0,360000,-360000,0.0,2139935.11241198,-2139935.11241198
10727,Midnight Cowboy,44785053,3600000,41185053,266214187.294254,21399351.1241198,244814836.17013422
10728,The Wild Bunch,638641,6244087,-5605446,3796250.83368305,37116502.822931,-33320251.989247948
10729,Take the Money and Run,0,1500000,-1500000,0.0,8916396.30171658,-8916396.30171658
10730,Battle of Britain,0,12000000,-12000000,0.0,71331170.41373259,-71331170.41373259
10731,Topaz,0,4000000,-4000000,0.0,23777056.8045775,-23777056.8045775
10732,Frosty the Snowman,0,0,0,0.0,0.0,0.0
10733,"They Shoot Horses, Don't They?",0,0,0,0.0,0.0,0.0
10734,Paint Your Wagon,0,0,0,0.0,0.0,0.0
10735,"Hello, Dolly!",0,0,0,0.0,0.0,0.0
10736,Kes,0,0,0,0.0,0.0,0.0
10737,Mackenna's Gold,0,0,0,0.0,0.0,0.0
10738,A Boy Named Charlie Brown,0,0,0,0.0,0.0,0.0
10739,The Computer Wore Tennis Shoes,0,0,0,0.0,0.0,0.0
10740,True Grit,14250000,0,14250000,84705764.8663075,0.0,84705764.8663075
10741,Cactus Flower,0,0,0,0.0,0.0,0.0
10742,Women in Love,0,1250000,-1250000,0.0,7430330.25143048,-7430330.25143048
10743,The Valley of Gwangi,0,0,0,0.0,0.0,0.0
10744,Support Your Local Sheriff,0,0,0,0.0,0.0,0.0
10745,The Bridge at Remagen,0,0,0,0.0,0.0,0.0
10746,Carry On Again Doctor,0,0,0,0.0,0.0,0.0
10747,Castle Keep,0,0,0,0.0,0.0,0.0
10748,Hercules in New York,0,0,0,0.0,0.0,0.0
10749,The Oblong Box,0,175000,-175000,0.0,1040246.23520026,-1040246.23520026
10750,The Prime of Miss Jean Brodie,0,0,0,0.0,0.0,0.0
10751,DoppelgÃ¤nger,0,0,0,0.0,0.0,0.0
10752,Downhill Racer,0,0,0,0.0,0.0,0.0
10753,Carry On Camping,0,0,0,0.0,0.0,0.0
10754,Bambi Meets Godzilla,0,0,0,0.0,0.0,0.0
10755,Grease,181813770,6000000,175813770,607749015.323942,20056204.169484198,587692811.1544578
10756,Jaws 2,187884007,20000000,167884007,628040000.7621349,66854013.898280896,561185986.863854
10757,Dawn of the Dead,55000000,650000,54350000,183848538.220272,2172755.45169413,181675782.76857787
10758,Superman,300218018,55000000,245218018,1003538977.39431,183848538.220272,819690439.1740379
10759,Halloween,70000000,300000,69700000,233989048.643983,1002810.20847421,232986238.4355088
10760,Animal House,141000000,2700000,138300000,471320797.98288,9025291.87626792,462295506.1066121
10761,Revenge of the Pink Panther,49579269,0,49579269,165728656.93963,0.0,165728656.93963
10762,The Deer Hunter,50000000,15000000,35000000,167135034.745702,50140510.423710704,116994524.3219913
10763,The Driver,0,0,0,0.0,0.0,0.0
10764,Up in Smoke,41590893,0,41590893,139025906.933195,0.0,139025906.933195
10765,Days of Heaven,0,0,0,0.0,0.0,0.0
10766,Paradise Alley,7185518,0,7185518,24019036.0119173,0.0,24019036.0119173
10767,Game of Death,0,0,0,0.0,0.0,0.0
10768,The Star Wars Holiday Special,0,0,0,0.0,0.0,0.0
10769,Pretty Baby,0,0,0,0.0,0.0,0.0
10770,Midnight Express,35000000,2300000,32700000,116994524.321991,7688211.598302299,109306312.72368869
10771,The Lord of the Rings,30471420,4000000,26471420,101856836.809017,13370802.7796561,88486034.0293609
10772,Capricorn One,0,5000000,-5000000,0.0,16713503.4745702,-16713503.4745702
10773,Foul Play,0,0,0,0.0,0.0,0.0
10774,Coma,0,0,0,0.0,0.0,0.0
10775,Death on the Nile,14560084,7920000,6640084,48670002.9048069,26474189.5037192,22195813.401087698
10776,The Silent Partner,0,0,0,0.0,0.0,0.0
10777,F.I.S.T.,11,11,0,36.7697076440545,36.7697076440545,0.0
10778,Force 10 from Navarone,7230000,5000000,2230000,24167726.024228502,16713503.4745702,7454222.549658302
10779,Convoy,22765081,12000000,10765081,76096852.0784745,40112408.3389685,35984443.739506006
10780,Invasion of the Body Snatchers,24046533,3500000,20546533,80380362.5693735,11699452.4321991,68680910.1371744
10781,Piranha,0,660000,-660000,0.0,2206182.45864327,-2206182.45864327
10782,The Wild Geese,0,10000000,-10000000,0.0,33427006.9491404,-33427006.9491404
10783,Starcrash,0,0,0,0.0,0.0,0.0
10784,Day of the Woman,0,650000,-650000,0.0,2172755.45169413,-2172755.45169413
10785,Every Which Way But Loose,0,0,0,0.0,0.0,0.0
10786,The Buddy Holly Story,0,0,0,0.0,0.0,0.0
10787,Return From Witch Mountain,16393000,0,16393000,54796892.4917259,0.0,54796892.4917259
10788,The Wiz,21049053,24000000,-2950947,70360684.0903826,80224816.67793709,-9864132.587554485
10789,Magic,0,0,0,0.0,0.0,0.0
10790,I Wanna Hold Your Hand,0,2700000,-2700000,0.0,9025291.87626792,-9025291.87626792
10791,Damien: Omen II,26518355,6800000,19718355,88642923.68647741,22730364.725415498,65912558.96106191
10792,Faces of Death,0,0,0,0.0,0.0,0.0
10793,Watership Down,3713768,1000000,2713768,12414014.8743495,3342700.69491404,9071314.179435458
10794,Goin' South,0,0,0,0.0,0.0,0.0
10795,Battlestar Galactica,0,3000000,-3000000,0.0,10028102.084742099,-10028102.084742099
10796,The Swarm,0,0,0,0.0,0.0,0.0
10797,Blue Collar,0,0,0,0.0,0.0,0.0
10798,Heaven Can Wait,0,0,0,0.0,0.0,0.0
10799,Patrick,0,0,0,0.0,0.0,0.0
10800,Big Wednesday,0,11000000,-11000000,0.0,36769707.644054495,-36769707.644054495
10801,The Fury,0,0,0,0.0,0.0,0.0
10802,Fedora,0,6727000,-6727000,0.0,22486347.5746867,-22486347.5746867
10803,Eyes of Laura Mars,0,0,0,0.0,0.0,0.0
10804,Interiors,0,0,0,0.0,0.0,0.0
10805,The Boys from Brazil,0,0,0,0.0,0.0,0.0
10806,Gates of Heaven,0,0,0,0.0,0.0,0.0
10807,The Medusa Touch,0,0,0,0.0,0.0,0.0
10808,The Manitou,0,0,0,0.0,0.0,0.0
10809,Someone's Watching Me!,0,0,0,0.0,0.0,0.0
10810,Attack of the Killer Tomatoes!,0,90000,-90000,0.0,300843.062542264,-300843.062542264
10811,Can que,0,0,0,0.0,0.0,0.0
10812,Gray Lady Down,5438927,0,5438927,18180705.0624867,0.0,18180705.0624867
10813,KISS Meets the Phantom of the Park,0,0,0,0.0,0.0,0.0
10814,The Cat from Outer Space,0,0,0,0.0,0.0,0.0
10815,Coming Home,0,3000000,-3000000,0.0,10028102.084742099,-10028102.084742099
10816,The Rutles: All You Need Is Cash,0,0,0,0.0,0.0,0.0
10817,The Last Waltz,321952,0,321952,1076189.17412896,0.0,1076189.17412896
10818,Long Weekend,0,0,0,0.0,0.0,0.0
10819,Hooper,78000000,0,78000000,260730654.20329502,0.0,260730654.20329502
10820,How the Grinch Stole Christmas!,0,315000,-315000,0.0,2116174.62807391,-2116174.62807391
10821,Fahrenheit 451,0,0,0,0.0,0.0,0.0
10822,Who's Afraid of Virginia Woolf?,33736689,7500000,26236689,226643572.371492,50385110.1922359,176258462.17925608
10823,One Million Years B.C.,0,0,0,0.0,0.0,0.0
10824,The Bible: In the Beginning...,0,18000000,-18000000,0.0,120924264.461366,-120924264.461366
10825,Blow-Up,0,0,0,0.0,0.0,0.0
